,file_name,risk_measure,OHR,copula
45,3.csv,VaR q=0.01,0.8971679687499999,Gaussian
46,3.csv,VaR q=0.05,0.8098632812499997,Gaussian
47,3.csv,Variance,0.8660156249999998,Gaussian
48,4.csv,ERM k=10,0.8824218749999999,Gaussian
49,4.csv,ES q=0.01,0.9351562499999999,Gaussian
50,4.csv,ES q=0.05,0.89541015625,Gaussian
51,4.csv,VaR q=0.01,0.8671874999999999,Gaussian
52,4.csv,VaR q=0.05,0.8287109374999997,Gaussian
53,4.csv,Variance,0.8864257812499999,Gaussian
54,6.csv,ERM k=10,0.8593749999999998,Gaussian
55,6.csv,ES q=0.01,0.9122070312499999,Gaussian
56,6.csv,ES q=0.05,0.8631835937499998,Gaussian
57,6.csv,VaR q=0.01,0.8478515624999996,Gaussian
58,6.csv,VaR q=0.05,0.8251953124999998,Gaussian
59,6.csv,Variance,0.8689453125,Gaussian
60,2.csv,ERM k=10,0.8873046874999999,Gaussian
61,2.csv,ES q=0.01,0.9620117187499999,Gaussian
62,2.csv,ES q=0.05,0.8964843749999999,Gaussian
63,2.csv,VaR q=0.01,0.8438476562499999,Gaussian
64,2.csv,VaR q=0.05,0.8403320312499999,Gaussian
65,2.csv,Variance,0.8943359375,Gaussian
66,0.csv,ERM k=10,0.9109374999999998,Gaussian
67,0.csv,ES q=0.01,1.00009765625,Gaussian
68,0.csv,ES q=0.05,0.9377929687499998,Gaussian
69,0.csv,VaR q=0.01,0.9253906249999999,Gaussian
70,0.csv,VaR q=0.05,0.8410156249999999,Gaussian
71,0.csv,Variance,0.9177734375,Gaussian
0,10.csv,ERM k=10,0.8522460937499999,t_Copula
1,10.csv,ES q=0.01,0.7543945312499998,t_Copula
2,10.csv,ES q=0.05,0.8166015624999998,t_Copula
3,10.csv,VaR q=0.01,0.8185546874999998,t_Copula
4,10.csv,VaR q=0.05,0.9052734374999998,t_Copula
5,10.csv,Variance,0.8444335937499999,t_Copula
6,8.csv,ERM k=10,0.8453124999999999,t_Copula
7,8.csv,ES q=0.01,0.7703124999999998,t_Copula
8,8.csv,ES q=0.05,0.8186523437499998,t_Copula
9,8.csv,VaR q=0.01,0.8062499999999998,t_Copula
10,8.csv,VaR q=0.05,0.8632812499999998,t_Copula
11,8.csv,Variance,0.8473632812499998,t_Copula
12,11.csv,ERM k=10,0.9066406249999999,t_Copula
13,11.csv,ES q=0.01,0.8157226562499998,t_Copula
14,11.csv,ES q=0.05,0.8712890625,t_Copula
15,11.csv,VaR q=0.01,0.8469726562499998,t_Copula
16,11.csv,VaR q=0.05,0.9388671874999999,t_Copula
17,11.csv,Variance,0.8981445312499999,t_Copula
18,9.csv,ERM k=10,0.8611328124999997,t_Copula
19,9.csv,ES q=0.01,0.7878906249999998,t_Copula
20,9.csv,ES q=0.05,0.8393554687499999,t_Copula
21,9.csv,VaR q=0.01,0.8281249999999998,t_Copula
22,9.csv,VaR q=0.05,0.8841796874999999,t_Copula
23,9.csv,Variance,0.8562499999999998,t_Copula
24,7.csv,ERM k=10,0.8176757812499998,t_Copula
25,7.csv,ES q=0.01,0.7346679687499997,t_Copula
26,7.csv,ES q=0.05,0.8035156249999998,t_Copula
27,7.csv,VaR q=0.01,0.7999023437499998,t_Copula
28,7.csv,VaR q=0.05,0.8378906249999999,t_Copula
29,7.csv,Variance,0.84013671875,t_Copula
30,5.csv,ERM k=10,0.8990234374999999,t_Copula
31,5.csv,ES q=0.01,0.9145507812499999,t_Copula
32,5.csv,ES q=0.05,0.919921875,t_Copula
33,5.csv,VaR q=0.01,0.9317382812499998,t_Copula
34,5.csv,VaR q=0.05,0.87578125,t_Copula
35,5.csv,Variance,0.8799804687499998,t_Copula
36,1.csv,ERM k=10,0.8991210937499999,t_Copula
37,1.csv,ES q=0.01,0.9711914062500001,t_Copula
38,1.csv,ES q=0.05,0.9137695312499999,t_Copula
39,1.csv,VaR q=0.01,0.98291015625,t_Copula
40,1.csv,VaR q=0.05,0.8776367187499998,t_Copula
41,1.csv,Variance,0.8937499999999999,t_Copula
42,3.csv,ERM k=10,0.8675781249999999,t_Copula
43,3.csv,ES q=0.01,0.9262695312499999,t_Copula
44,3.csv,ES q=0.05,0.8761718749999999,t_Copula
45,3.csv,VaR q=0.01,0.93828125,t_Copula
46,3.csv,VaR q=0.05,0.8404296874999999,t_Copula
47,3.csv,Variance,0.8496093749999999,t_Copula
48,4.csv,ERM k=10,0.8755859374999999,t_Copula
49,4.csv,ES q=0.01,0.92568359375,t_Copula
50,4.csv,ES q=0.05,0.8831054687499998,t_Copula
51,4.csv,VaR q=0.01,0.9428710937499999,t_Copula
52,4.csv,VaR q=0.05,0.84462890625,t_Copula
53,4.csv,Variance,0.87158203125,t_Copula
54,6.csv,ERM k=10,0.8493164062499999,t_Copula
55,6.csv,ES q=0.01,0.9058593749999999,t_Copula
56,6.csv,ES q=0.05,0.8449218749999999,t_Copula
57,6.csv,VaR q=0.01,0.8253906249999999,t_Copula
58,6.csv,VaR q=0.05,0.8261718749999999,t_Copula
59,6.csv,Variance,0.8521484374999999,t_Copula
60,2.csv,ERM k=10,0.8838867187499999,t_Copula
61,2.csv,ES q=0.01,0.94970703125,t_Copula
62,2.csv,ES q=0.05,0.8960937499999999,t_Copula
63,2.csv,VaR q=0.01,0.9628906249999999,t_Copula
64,2.csv,VaR q=0.05,0.8355468749999999,t_Copula
65,2.csv,Variance,0.8801757812499998,t_Copula
66,0.csv,ERM k=10,0.9131835937499998,t_Copula
67,0.csv,ES q=0.01,0.9815429687499999,t_Copula
68,0.csv,ES q=0.05,0.9554687499999999,t_Copula
69,0.csv,VaR q=0.01,0.99375,t_Copula
70,0.csv,VaR q=0.05,0.840625,t_Copula
71,0.csv,Variance,0.9105468749999999,t_Copula
0,10.csv,ERM k=10,0.8627929687499998,t_Copula_Capped
1,10.csv,ES q=0.01,0.8146484374999998,t_Copula_Capped
2,10.csv,ES q=0.05,0.84111328125,t_Copula_Capped
3,10.csv,VaR q=0.01,0.8191406249999998,t_Copula_Capped
4,10.csv,VaR q=0.05,0.8999023437499999,t_Copula_Capped
5,10.csv,Variance,0.8582031249999998,t_Copula_Capped
6,8.csv,ERM k=10,0.8550781249999998,t_Copula_Capped
7,8.csv,ES q=0.01,0.8249999999999998,t_Copula_Capped
8,8.csv,ES q=0.05,0.83876953125,t_Copula_Capped
9,8.csv,VaR q=0.01,0.8320312499999998,t_Copula_Capped
10,8.csv,VaR q=0.05,0.8744140624999998,t_Copula_Capped
11,8.csv,Variance,0.8591796874999997,t_Copula_Capped
12,11.csv,ERM k=10,0.9128906249999998,t_Copula_Capped
13,11.csv,ES q=0.01,0.8476562499999998,t_Copula_Capped
14,11.csv,ES q=0.05,0.8936523437499999,t_Copula_Capped
15,11.csv,VaR q=0.01,0.8550781249999999,t_Copula_Capped
16,11.csv,VaR q=0.05,0.9447265624999999,t_Copula_Capped
17,11.csv,Variance,0.9105468749999999,t_Copula_Capped
18,9.csv,ERM k=10,0.8666992187499999,t_Copula_Capped
19,9.csv,ES q=0.01,0.8356445312499999,t_Copula_Capped
20,9.csv,ES q=0.05,0.8541015624999999,t_Copula_Capped
21,9.csv,VaR q=0.01,0.8366210937499999,t_Copula_Capped
22,9.csv,VaR q=0.05,0.8974609375,t_Copula_Capped
23,9.csv,Variance,0.8676757812499999,t_Copula_Capped
24,7.csv,ERM k=10,0.8243164062499998,t_Copula_Capped
25,7.csv,ES q=0.01,0.8089843749999998,t_Copula_Capped
26,7.csv,ES q=0.05,0.8204101562499999,t_Copula_Capped
27,7.csv,VaR q=0.01,0.8261718749999999,t_Copula_Capped
28,7.csv,VaR q=0.05,0.8324218749999999,t_Copula_Capped
29,7.csv,Variance,0.8532226562499999,t_Copula_Capped
30,5.csv,ERM k=10,0.90322265625,t_Copula_Capped
31,5.csv,ES q=0.01,0.9352539062499999,t_Copula_Capped
32,5.csv,ES q=0.05,0.9273437499999999,t_Copula_Capped
33,5.csv,VaR q=0.01,0.9473632812499999,t_Copula_Capped
34,5.csv,VaR q=0.05,0.8553710937499999,t_Copula_Capped
35,5.csv,Variance,0.8923828125,t_Copula_Capped
36,1.csv,ERM k=10,0.9008789062499999,t_Copula_Capped
37,1.csv,ES q=0.01,0.9791015624999999,t_Copula_Capped
38,1.csv,ES q=0.05,0.9157226562499999,t_Copula_Capped
39,1.csv,VaR q=0.01,0.9887695312500001,t_Copula_Capped
40,1.csv,VaR q=0.05,0.8639648437499998,t_Copula_Capped
41,1.csv,Variance,0.9007812499999999,t_Copula_Capped
42,3.csv,ERM k=10,0.8727539062499999,t_Copula_Capped
43,3.csv,ES q=0.01,0.9388671874999999,t_Copula_Capped
44,3.csv,ES q=0.05,0.8844726562499999,t_Copula_Capped
45,3.csv,VaR q=0.01,0.9366210937499998,t_Copula_Capped
46,3.csv,VaR q=0.05,0.8267578124999999,t_Copula_Capped
47,3.csv,Variance,0.8612304687499998,t_Copula_Capped
48,4.csv,ERM k=10,0.8814453124999999,t_Copula_Capped
49,4.csv,ES q=0.01,0.9331054687499999,t_Copula_Capped
50,4.csv,ES q=0.05,0.8939453124999999,t_Copula_Capped
51,4.csv,VaR q=0.01,0.9562499999999999,t_Copula_Capped
52,4.csv,VaR q=0.05,0.8480468749999999,t_Copula_Capped
53,4.csv,Variance,0.8823242187499999,t_Copula_Capped
54,6.csv,ERM k=10,0.8556640624999998,t_Copula_Capped
55,6.csv,ES q=0.01,0.9129882812499999,t_Copula_Capped
56,6.csv,ES q=0.05,0.8556640624999998,t_Copula_Capped
57,6.csv,VaR q=0.01,0.8438476562499999,t_Copula_Capped
58,6.csv,VaR q=0.05,0.8292968749999998,t_Copula_Capped
59,6.csv,Variance,0.8638671874999999,t_Copula_Capped
60,2.csv,ERM k=10,0.8852539062499999,t_Copula_Capped
61,2.csv,ES q=0.01,0.9582031249999999,t_Copula_Capped
62,2.csv,ES q=0.05,0.8964843749999999,t_Copula_Capped
63,2.csv,VaR q=0.01,0.8485351562499998,t_Copula_Capped
64,2.csv,VaR q=0.05,0.8281249999999998,t_Copula_Capped
65,2.csv,Variance,0.8892578124999999,t_Copula_Capped
66,0.csv,ERM k=10,0.9131835937499998,t_Copula_Capped
67,0.csv,ES q=0.01,0.9916015625000001,t_Copula_Capped
68,0.csv,ES q=0.05,0.9486328124999999,t_Copula_Capped
69,0.csv,VaR q=0.01,0.9974609374999999,t_Copula_Capped
70,0.csv,VaR q=0.05,0.8422851562499999,t_Copula_Capped
71,0.csv,Variance,0.9158203125,t_Copula_Capped
0,10.csv,ERM k=10,0.8621093749999998,Clayton
1,10.csv,ES q=0.01,0.6985351562499997,Clayton
2,10.csv,ES q=0.05,0.8236328124999999,Clayton
3,10.csv,VaR q=0.01,0.7788085937499997,Clayton
4,10.csv,VaR q=0.05,0.9339843749999999,Clayton
5,10.csv,Variance,0.87578125,Clayton
6,8.csv,ERM k=10,0.84033203125,Clayton
7,8.csv,ES q=0.01,0.6997070312499998,Clayton
8,8.csv,ES q=0.05,0.8069335937499998,Clayton
9,8.csv,VaR q=0.01,0.7648437499999998,Clayton
10,8.csv,VaR q=0.05,0.8994140625,Clayton
11,8.csv,Variance,0.8645507812499998,Clayton
12,11.csv,ERM k=10,0.9083984374999998,Clayton
13,11.csv,ES q=0.01,0.7306640624999998,Clayton
14,11.csv,ES q=0.05,0.87001953125,Clayton
15,11.csv,VaR q=0.01,0.8284179687499997,Clayton
16,11.csv,VaR q=0.05,0.966796875,Clayton
17,11.csv,Variance,0.9156249999999999,Clayton
18,9.csv,ERM k=10,0.8668945312499999,Clayton
19,9.csv,ES q=0.01,0.7198242187499998,Clayton
20,9.csv,ES q=0.05,0.83720703125,Clayton
21,9.csv,VaR q=0.01,0.78701171875,Clayton
22,9.csv,VaR q=0.05,0.9138671875,Clayton
23,9.csv,Variance,0.8784179687499998,Clayton
24,7.csv,ERM k=10,0.8516601562499999,Clayton
25,7.csv,ES q=0.01,0.7014648437499997,Clayton
26,7.csv,ES q=0.05,0.8220703125,Clayton
27,7.csv,VaR q=0.01,0.7986328124999997,Clayton
28,7.csv,VaR q=0.05,0.8920898437499999,Clayton
29,7.csv,Variance,0.87001953125,Clayton
30,5.csv,ERM k=10,0.8796874999999998,Clayton
31,5.csv,ES q=0.01,0.7946289062499999,Clayton
32,5.csv,ES q=0.05,0.8613281249999998,Clayton
33,5.csv,VaR q=0.01,0.9427734374999999,Clayton
34,5.csv,VaR q=0.05,0.9003906249999999,Clayton
35,5.csv,Variance,0.9077148437499999,Clayton
36,1.csv,ERM k=10,0.8821289062499998,Clayton
37,1.csv,ES q=0.01,0.9212890625000001,Clayton
38,1.csv,ES q=0.05,0.8688476562499999,Clayton
39,1.csv,VaR q=0.01,0.8544921874999998,Clayton
40,1.csv,VaR q=0.05,0.8792968749999999,Clayton
41,1.csv,Variance,0.9126953124999999,Clayton
42,3.csv,ERM k=10,0.87099609375,Clayton
43,3.csv,ES q=0.01,0.8303710937499998,Clayton
44,3.csv,ES q=0.05,0.8604492187499998,Clayton
45,3.csv,VaR q=0.01,0.9603515624999999,Clayton
46,3.csv,VaR q=0.05,0.9027343749999999,Clayton
47,3.csv,Variance,0.88662109375,Clayton
48,4.csv,ERM k=10,0.8668945312499999,Clayton
49,4.csv,ES q=0.01,0.8058593749999998,Clayton
50,4.csv,ES q=0.05,0.8483398437499998,Clayton
51,4.csv,VaR q=0.01,0.9698242187500001,Clayton
52,4.csv,VaR q=0.05,0.8561523437499998,Clayton
53,4.csv,Variance,0.8976562499999998,Clayton
54,6.csv,ERM k=10,0.8576171874999998,Clayton
55,6.csv,ES q=0.01,0.7388671874999999,Clayton
56,6.csv,ES q=0.05,0.8250976562499999,Clayton
57,6.csv,VaR q=0.01,0.93837890625,Clayton
58,6.csv,VaR q=0.05,0.8773437499999999,Clayton
59,6.csv,Variance,0.8764648437499999,Clayton
60,2.csv,ERM k=10,0.8750976562499999,Clayton
61,2.csv,ES q=0.01,0.9062499999999999,Clayton
62,2.csv,ES q=0.05,0.8624023437499998,Clayton
63,2.csv,VaR q=0.01,0.8667968749999999,Clayton
64,2.csv,VaR q=0.05,0.8769531249999999,Clayton
65,2.csv,Variance,0.8960937499999999,Clayton
66,0.csv,ERM k=10,0.8508789062499998,Clayton
67,0.csv,ES q=0.01,0.9550781249999999,Clayton
68,0.csv,ES q=0.05,0.8346679687499998,Clayton
69,0.csv,VaR q=0.01,0.9896484375000001,Clayton
70,0.csv,VaR q=0.05,0.8425781249999998,Clayton
71,0.csv,Variance,0.9203125,Clayton
0,10.csv,ERM k=10,0.5163085937499995,Frank
1,10.csv,ES q=0.01,0.5191406249999996,Frank
2,10.csv,ES q=0.05,0.48818359374999953,Frank
3,10.csv,VaR q=0.01,0.4855468749999996,Frank
4,10.csv,VaR q=0.05,1.06845703125,Frank
5,10.csv,Variance,0.5840820312499997,Frank
6,8.csv,ERM k=10,0.5226562499999996,Frank
7,8.csv,ES q=0.01,0.5212890624999997,Frank
8,8.csv,ES q=0.05,0.49414062499999956,Frank
9,8.csv,VaR q=0.01,0.4953124999999996,Frank
10,8.csv,VaR q=0.05,1.0515625000000002,Frank
11,8.csv,Variance,0.5902343749999998,Frank
12,11.csv,ERM k=10,0.5298828124999995,Frank
13,11.csv,ES q=0.01,0.5430664062499996,Frank
14,11.csv,ES q=0.05,0.5019531249999996,Frank
15,11.csv,VaR q=0.01,0.5137695312499996,Frank
16,11.csv,VaR q=0.05,1.07734375,Frank
17,11.csv,Variance,0.6084960937499996,Frank
18,9.csv,ERM k=10,0.5254882812499996,Frank
19,9.csv,ES q=0.01,0.5286132812499995,Frank
20,9.csv,ES q=0.05,0.5026367187499996,Frank
21,9.csv,VaR q=0.01,0.49990234374999953,Frank
22,9.csv,VaR q=0.05,1.0744140625000003,Frank
23,9.csv,Variance,0.5923828124999997,Frank
24,7.csv,ERM k=10,0.4778320312499995,Frank
25,7.csv,ES q=0.01,0.5092773437499994,Frank
26,7.csv,ES q=0.05,0.4554687499999995,Frank
27,7.csv,VaR q=0.01,0.4582031249999995,Frank
28,7.csv,VaR q=0.05,1.02568359375,Frank
29,7.csv,Variance,0.5708984374999997,Frank
30,5.csv,ERM k=10,0.5407226562499997,Frank
31,5.csv,ES q=0.01,0.6366210937499998,Frank
32,5.csv,ES q=0.05,0.49208984374999953,Frank
33,5.csv,VaR q=0.01,0.5499999999999996,Frank
34,5.csv,VaR q=0.05,1.1408203125000003,Frank
35,5.csv,Variance,0.6184570312499997,Frank
36,1.csv,ERM k=10,0.5588867187499995,Frank
37,1.csv,ES q=0.01,0.7242187499999997,Frank
38,1.csv,ES q=0.05,0.5045898437499995,Frank
39,1.csv,VaR q=0.01,0.5437499999999996,Frank
40,1.csv,VaR q=0.05,0.8812499999999999,Frank
41,1.csv,Variance,0.6348632812499997,Frank
42,3.csv,ERM k=10,0.5566406249999996,Frank
43,3.csv,ES q=0.01,0.6780273437499996,Frank
44,3.csv,ES q=0.05,0.4953124999999996,Frank
45,3.csv,VaR q=0.01,0.5684570312499997,Frank
46,3.csv,VaR q=0.05,0.45156249999999953,Frank
47,3.csv,Variance,0.6132812499999996,Frank
48,4.csv,ERM k=10,0.5278320312499996,Frank
49,4.csv,ES q=0.01,0.6104492187499996,Frank
50,4.csv,ES q=0.05,0.47412109374999956,Frank
51,4.csv,VaR q=0.01,0.5340820312499996,Frank
52,4.csv,VaR q=0.05,1.0876953125000002,Frank
53,4.csv,Variance,0.6061523437499996,Frank
54,6.csv,ERM k=10,0.5084960937499995,Frank
55,6.csv,ES q=0.01,0.5771484374999996,Frank
56,6.csv,ES q=0.05,0.46962890624999953,Frank
57,6.csv,VaR q=0.01,0.5109374999999994,Frank
58,6.csv,VaR q=0.05,1.0661132812499998,Frank
59,6.csv,Variance,0.5924804687499996,Frank
60,2.csv,ERM k=10,0.5705078124999996,Frank
61,2.csv,ES q=0.01,0.7190429687499998,Frank
62,2.csv,ES q=0.05,0.4974609374999996,Frank
63,2.csv,VaR q=0.01,0.5305664062499996,Frank
64,2.csv,VaR q=0.05,0.8555664062499999,Frank
65,2.csv,Variance,0.6399414062499998,Frank
66,0.csv,ERM k=10,0.5786132812499996,Frank
67,0.csv,ES q=0.01,0.7514648437499998,Frank
68,0.csv,ES q=0.05,0.5259765624999997,Frank
69,0.csv,VaR q=0.01,0.5759765624999997,Frank
70,0.csv,VaR q=0.05,0.8351562499999998,Frank
71,0.csv,Variance,0.6583007812499997,Frank
0,10.csv,ERM k=10,0.94931640625,Gumbel
1,10.csv,ES q=0.01,0.9093749999999998,Gumbel
2,10.csv,ES q=0.05,0.9694335937499999,Gumbel
3,10.csv,VaR q=0.01,1.0437500000000002,Gumbel
4,10.csv,VaR q=0.05,0.9664062499999999,Gumbel
5,10.csv,Variance,0.8651367187499999,Gumbel
6,8.csv,ERM k=10,0.9310546874999999,Gumbel
7,8.csv,ES q=0.01,0.9037109374999999,Gumbel
8,8.csv,ES q=0.05,0.9473632812499999,Gumbel
9,8.csv,VaR q=0.01,1.01259765625,Gumbel
10,8.csv,VaR q=0.05,0.9373046874999998,Gumbel
11,8.csv,Variance,0.86845703125,Gumbel
12,11.csv,ERM k=10,0.9880859375,Gumbel
13,11.csv,ES q=0.01,0.92041015625,Gumbel
14,11.csv,ES q=0.05,0.9986328124999999,Gumbel
15,11.csv,VaR q=0.01,1.0466796875,Gumbel
16,11.csv,VaR q=0.05,1.003125,Gumbel
17,11.csv,Variance,0.91826171875,Gumbel
18,9.csv,ERM k=10,0.9415039062499998,Gumbel
19,9.csv,ES q=0.01,0.9365234374999998,Gumbel
20,9.csv,ES q=0.05,0.9609374999999999,Gumbel
21,9.csv,VaR q=0.01,1.0187499999999998,Gumbel
22,9.csv,VaR q=0.05,0.9422851562499999,Gumbel
23,9.csv,Variance,0.87578125,Gumbel
24,7.csv,ERM k=10,0.9076171874999999,Gumbel
25,7.csv,ES q=0.01,0.9587890625,Gumbel
26,7.csv,ES q=0.05,0.9379882812499999,Gumbel
27,7.csv,VaR q=0.01,0.9247070312499999,Gumbel
28,7.csv,VaR q=0.05,0.8972656249999998,Gumbel
29,7.csv,Variance,0.8596679687499997,Gumbel
30,5.csv,ERM k=10,0.9701171875000001,Gumbel
31,5.csv,ES q=0.01,1.06884765625,Gumbel
32,5.csv,ES q=0.05,1.011328125,Gumbel
33,5.csv,VaR q=0.01,1.0083984375,Gumbel
34,5.csv,VaR q=0.05,0.921875,Gumbel
35,5.csv,Variance,0.89072265625,Gumbel
36,1.csv,ERM k=10,0.95234375,Gumbel
37,1.csv,ES q=0.01,1.06484375,Gumbel
38,1.csv,ES q=0.05,0.99580078125,Gumbel
39,1.csv,VaR q=0.01,1.01416015625,Gumbel
40,1.csv,VaR q=0.05,0.9034179687499999,Gumbel
41,1.csv,Variance,0.88798828125,Gumbel
42,3.csv,ERM k=10,0.9290039062499998,Gumbel
43,3.csv,ES q=0.01,0.98837890625,Gumbel
44,3.csv,ES q=0.05,0.97470703125,Gumbel
45,3.csv,VaR q=0.01,0.9421874999999998,Gumbel
46,3.csv,VaR q=0.05,0.8937499999999999,Gumbel
47,3.csv,Variance,0.8530273437499999,Gumbel
48,4.csv,ERM k=10,0.9373046875,Gumbel
49,4.csv,ES q=0.01,0.9876953125000001,Gumbel
50,4.csv,ES q=0.05,0.975390625,Gumbel
51,4.csv,VaR q=0.01,0.9994140625000001,Gumbel
52,4.csv,VaR q=0.05,0.9026367187499998,Gumbel
53,4.csv,Variance,0.8760742187499999,Gumbel
54,6.csv,ERM k=10,0.9233398437499999,Gumbel
55,6.csv,ES q=0.01,0.967578125,Gumbel
56,6.csv,ES q=0.05,0.95634765625,Gumbel
57,6.csv,VaR q=0.01,0.9361328125,Gumbel
58,6.csv,VaR q=0.05,0.8999023437499999,Gumbel
59,6.csv,Variance,0.8608398437499998,Gumbel
60,2.csv,ERM k=10,0.9399414062499999,Gumbel
61,2.csv,ES q=0.01,1.0758789062500003,Gumbel
62,2.csv,ES q=0.05,0.9788085937499998,Gumbel
63,2.csv,VaR q=0.01,0.9974609374999999,Gumbel
64,2.csv,VaR q=0.05,0.8957031249999999,Gumbel
65,2.csv,Variance,0.8750976562499999,Gumbel
66,0.csv,ERM k=10,0.95751953125,Gumbel
67,0.csv,ES q=0.01,1.04541015625,Gumbel
68,0.csv,ES q=0.05,0.9949218750000001,Gumbel
69,0.csv,VaR q=0.01,1.0134765625,Gumbel
70,0.csv,VaR q=0.05,0.8937499999999999,Gumbel
71,0.csv,Variance,0.9142578124999998,Gumbel
0,10.csv,ERM k=10,0.8833984374999999,Plackett
1,10.csv,ES q=0.01,0.7579101562499998,Plackett
2,10.csv,ES q=0.05,0.840234375,Plackett
3,10.csv,VaR q=0.01,0.7927734374999997,Plackett
4,10.csv,VaR q=0.05,0.9365234375,Plackett
5,10.csv,Variance,0.8517578124999998,Plackett
6,8.csv,ERM k=10,0.8716796874999999,Plackett
7,8.csv,ES q=0.01,0.7703124999999998,Plackett
8,8.csv,ES q=0.05,0.8364257812499999,Plackett
9,8.csv,VaR q=0.01,0.8095703124999998,Plackett
10,8.csv,VaR q=0.05,0.9113281249999999,Plackett
11,8.csv,Variance,0.8518554687499998,Plackett
12,11.csv,ERM k=10,0.9318359374999998,Plackett
13,11.csv,ES q=0.01,0.7958007812499999,Plackett
14,11.csv,ES q=0.05,0.8961914062499999,Plackett
15,11.csv,VaR q=0.01,0.84423828125,Plackett
16,11.csv,VaR q=0.05,0.9665039062499999,Plackett
17,11.csv,Variance,0.9038085937499999,Plackett
18,9.csv,ERM k=10,0.8819335937499998,Plackett
19,9.csv,ES q=0.01,0.7819335937499997,Plackett
20,9.csv,ES q=0.05,0.8534179687499999,Plackett
21,9.csv,VaR q=0.01,0.8115234374999998,Plackett
22,9.csv,VaR q=0.05,0.9162109374999998,Plackett
23,9.csv,Variance,0.8605468749999998,Plackett
24,7.csv,ERM k=10,0.8280273437499998,Plackett
25,7.csv,ES q=0.01,0.7437499999999998,Plackett
26,7.csv,ES q=0.05,0.8020507812499998,Plackett
27,7.csv,VaR q=0.01,0.7838867187499998,Plackett
28,7.csv,VaR q=0.05,0.8534179687499999,Plackett
29,7.csv,Variance,0.8388671875,Plackett
30,5.csv,ERM k=10,0.8890625,Plackett
31,5.csv,ES q=0.01,0.9039062499999999,Plackett
32,5.csv,ES q=0.05,0.9007812499999999,Plackett
33,5.csv,VaR q=0.01,0.9040039062499999,Plackett
34,5.csv,VaR q=0.05,0.8861328125000001,Plackett
35,5.csv,Variance,0.8693359374999998,Plackett
36,1.csv,ERM k=10,0.89140625,Plackett
37,1.csv,ES q=0.01,0.9660156249999999,Plackett
38,1.csv,ES q=0.05,0.9069335937499999,Plackett
39,1.csv,VaR q=0.01,0.9734375000000001,Plackett
40,1.csv,VaR q=0.05,0.8783203124999999,Plackett
41,1.csv,Variance,0.8804687499999999,Plackett
42,3.csv,ERM k=10,0.8687499999999999,Plackett
43,3.csv,ES q=0.01,0.9312499999999999,Plackett
44,3.csv,ES q=0.05,0.8780273437499998,Plackett
45,3.csv,VaR q=0.01,0.9227539062499999,Plackett
46,3.csv,VaR q=0.05,0.8415039062499999,Plackett
