,HE,OHR,copula,file_name,risk_measure
77,0.9206183063426893,0.8639648437499998,Gaussian,32.csv,Variance
90,0.7168264819625972,0.8637695312499999,Gaussian,34.csv,ERM k=10
91,0.780286478480295,0.84072265625,Gaussian,34.csv,ES q=0.01
92,0.7410105489349982,0.8578124999999999,Gaussian,34.csv,ES q=0.05
93,0.6983731523596237,0.8478515625,Gaussian,34.csv,VaR q=0.01
94,0.6884497388801143,0.88359375,Gaussian,34.csv,VaR q=0.05
95,0.9224539479668118,0.8677734374999999,Gaussian,34.csv,Variance
102,0.6011171382640121,0.88876953125,Gaussian,13.csv,ERM k=10
103,0.5023308706934355,0.9295898437499999,Gaussian,13.csv,ES q=0.01
104,0.593243035184557,0.9041015625,Gaussian,13.csv,ES q=0.05
105,0.5856241174147073,0.9421874999999998,Gaussian,13.csv,VaR q=0.01
106,0.621481348118682,0.8322265625,Gaussian,13.csv,VaR q=0.05
107,0.8812338950369994,0.8931640624999999,Gaussian,13.csv,Variance
114,0.7154095657969286,0.8573242187499999,Gaussian,35.csv,ERM k=10
115,0.7840025599784588,0.8447265625,Gaussian,35.csv,ES q=0.01
116,0.7381554356381417,0.8521484374999999,Gaussian,35.csv,ES q=0.05
117,0.6983497561582885,0.8470703124999999,Gaussian,35.csv,VaR q=0.01
118,0.689266318715738,0.8789062499999998,Gaussian,35.csv,VaR q=0.05
119,0.921958449380606,0.8569335937499999,Gaussian,35.csv,Variance
120,0.5433069243389302,0.8839843749999999,Gaussian,50.csv,ERM k=10
121,0.03200830839253277,0.8359374999999999,Gaussian,50.csv,ES q=0.01
122,0.40638877297430254,0.8790039062499998,Gaussian,50.csv,ES q=0.05
123,0.5124079281375311,0.8919921874999999,Gaussian,50.csv,VaR q=0.01
124,0.6253545952348815,0.9234374999999999,Gaussian,50.csv,VaR q=0.05
125,0.7354175441518234,0.8847656249999999,Gaussian,50.csv,Variance
126,0.6316954723951386,0.8626953124999999,Gaussian,16.csv,ERM k=10
127,0.5074766481619837,0.9229492187499999,Gaussian,16.csv,ES q=0.01
128,0.6181569157403868,0.8795898437499998,Gaussian,16.csv,ES q=0.05
129,0.6068670127551692,0.8661132812499999,Gaussian,16.csv,VaR q=0.01
130,0.6874461973404078,0.8069335937499998,Gaussian,16.csv,VaR q=0.05
131,0.8789727335739288,0.8687499999999999,Gaussian,16.csv,Variance
132,0.5383389673505662,0.9033203125,Gaussian,51.csv,ERM k=10
133,0.03253554805180214,0.8497070312499999,Gaussian,51.csv,ES q=0.01
134,0.40466003837579023,0.8995117187499999,Gaussian,51.csv,ES q=0.05
135,0.5185874469213979,0.9135742187499999,Gaussian,51.csv,VaR q=0.01
136,0.6130320841076287,0.9313476562499999,Gaussian,51.csv,VaR q=0.05
137,0.7242800541359552,0.8977539062499998,Gaussian,51.csv,Variance
138,0.6783427419387418,0.8633789062499998,Gaussian,18.csv,ERM k=10
139,0.799006576561982,0.9196289062499999,Gaussian,18.csv,ES q=0.01
140,0.6995460110474516,0.8791015624999998,Gaussian,18.csv,ES q=0.05
141,0.614900114075376,0.9294921875,Gaussian,18.csv,VaR q=0.01
142,0.7103019039307163,0.8007812499999998,Gaussian,18.csv,VaR q=0.05
143,0.906772219466748,0.8742187499999998,Gaussian,18.csv,Variance
144,0.5214955905568488,0.9068359374999999,Gaussian,53.csv,ERM k=10
145,0.03230745146162173,0.8437499999999999,Gaussian,53.csv,ES q=0.01
146,0.4007867293513172,0.9037109374999999,Gaussian,53.csv,ES q=0.05
147,0.5232570380386186,0.9298828124999998,Gaussian,53.csv,VaR q=0.01
148,0.5889749293897533,0.9374023437499999,Gaussian,53.csv,VaR q=0.05
149,0.7324890465636069,0.9030273437499999,Gaussian,53.csv,Variance
156,0.7066041492531822,0.8661132812499999,Gaussian,37.csv,ERM k=10
157,0.7851808297217788,0.8459960937499998,Gaussian,37.csv,ES q=0.01
158,0.742290427309451,0.8603515624999998,Gaussian,37.csv,ES q=0.05
159,0.6984579635894638,0.8506835937499998,Gaussian,37.csv,VaR q=0.01
160,0.686714506729414,0.8935546875,Gaussian,37.csv,VaR q=0.05
161,0.9226795949454352,0.8667968749999999,Gaussian,37.csv,Variance
168,0.7178630980597668,0.8708007812499999,Gaussian,33.csv,ERM k=10
169,0.79515080447295,0.8567382812499998,Gaussian,33.csv,ES q=0.01
170,0.7470161320766622,0.8697265624999999,Gaussian,33.csv,ES q=0.05
171,0.6990282459970092,0.8697265624999999,Gaussian,33.csv,VaR q=0.01
172,0.6901849710308146,0.8736328124999999,Gaussian,33.csv,VaR q=0.05
173,0.9216387770017751,0.8772460937499998,Gaussian,33.csv,Variance
180,0.5988071130926659,0.8616210937499998,Gaussian,14.csv,ERM k=10
181,0.5146656019783378,0.9136718749999999,Gaussian,14.csv,ES q=0.01
182,0.6082317852302244,0.8770507812499999,Gaussian,14.csv,ES q=0.05
183,0.6048218046030067,0.8734374999999999,Gaussian,14.csv,VaR q=0.01
184,0.6282403905618772,0.8160156249999998,Gaussian,14.csv,VaR q=0.05
185,0.873063022034787,0.8638671874999999,Gaussian,14.csv,Variance
186,0.7028613028982923,0.8410156249999999,Gaussian,30.csv,ERM k=10
187,0.7713135012042407,0.8310546874999998,Gaussian,30.csv,ES q=0.01
188,0.7320021742225022,0.83994140625,Gaussian,30.csv,ES q=0.05
189,0.6981040960442689,0.8388671875,Gaussian,30.csv,VaR q=0.01
190,0.6932131212545855,0.8562499999999998,Gaussian,30.csv,VaR q=0.05
191,0.9156403914797251,0.8642578124999998,Gaussian,30.csv,Variance
192,0.5818894617074362,0.8859374999999999,Gaussian,12.csv,ERM k=10
193,0.5061902037948465,0.924609375,Gaussian,12.csv,ES q=0.01
194,0.579279521389721,0.8969726562499999,Gaussian,12.csv,ES q=0.05
195,0.5845606091755828,0.9459960937499999,Gaussian,12.csv,VaR q=0.01
196,0.6029168592694509,0.8531249999999999,Gaussian,12.csv,VaR q=0.05
197,0.8819552916807786,0.8767578125,Gaussian,12.csv,Variance
210,0.7067726673840575,0.8442382812499999,Gaussian,31.csv,ERM k=10
211,0.7782018473959591,0.8384765624999999,Gaussian,31.csv,ES q=0.01
212,0.7341188961494821,0.8441406249999999,Gaussian,31.csv,ES q=0.05
213,0.6980748507926,0.8378906249999999,Gaussian,31.csv,VaR q=0.01
214,0.6931280608550413,0.8567382812499998,Gaussian,31.csv,VaR q=0.05
215,0.9165001370429433,0.8551757812499998,Gaussian,31.csv,Variance
216,0.6450009954766142,0.8966796874999998,Gaussian,9.csv,ERM k=10
217,0.7176470759699092,0.9404296874999998,Gaussian,9.csv,ES q=0.01
218,0.669187018721235,0.9099609374999997,Gaussian,9.csv,ES q=0.05
219,0.6025954355263629,0.964453125,Gaussian,9.csv,VaR q=0.01
220,0.6423375830048649,0.8587890624999999,Gaussian,9.csv,VaR q=0.05
221,0.9048079408332077,0.8908203125,Gaussian,9.csv,Variance
222,0.7227140003821917,0.8566406249999998,Gaussian,42.csv,ERM k=10
223,0.7807396591508027,0.8412109374999999,Gaussian,42.csv,ES q=0.01
224,0.7333563256629063,0.8533203125,Gaussian,42.csv,ES q=0.05
225,0.6931833031803443,0.8475585937499998,Gaussian,42.csv,VaR q=0.01
226,0.7590668171276093,0.8751953124999998,Gaussian,42.csv,VaR q=0.05
227,0.9222470562910279,0.8615234374999998,Gaussian,42.csv,Variance
228,0.641155406360633,0.8717773437499999,Gaussian,5.csv,ERM k=10
229,0.6468843770864563,0.9356445312499999,Gaussian,5.csv,ES q=0.01
230,0.6567398162832803,0.8837890625,Gaussian,5.csv,ES q=0.05
231,0.5232576602065362,0.9066406249999999,Gaussian,5.csv,VaR q=0.01
232,0.6461910128057216,0.8096679687499997,Gaussian,5.csv,VaR q=0.05
233,0.9152015318462682,0.8539062499999999,Gaussian,5.csv,Variance
246,0.7151005500065085,0.8302734374999998,Gaussian,26.csv,ERM k=10
247,0.7741232213613891,0.8340820312499999,Gaussian,26.csv,ES q=0.01
248,0.76119971069533,0.8318359374999997,Gaussian,26.csv,ES q=0.05
249,0.7222146583880511,0.8301757812499997,Gaussian,26.csv,VaR q=0.01
250,0.6965872342050912,0.8371093749999999,Gaussian,26.csv,VaR q=0.05
251,0.9348274151653939,0.8594726562499998,Gaussian,26.csv,Variance
252,0.7306971577700034,0.8332031249999998,Gaussian,28.csv,ERM k=10
253,0.7727636793498658,0.8326171874999999,Gaussian,28.csv,ES q=0.01
254,0.7650348148871382,0.8356445312499999,Gaussian,28.csv,ES q=0.05
255,0.7239987435340516,0.8322265624999998,Gaussian,28.csv,VaR q=0.01
256,0.7131238136685145,0.83984375,Gaussian,28.csv,VaR q=0.05
257,0.9354989994867832,0.8614257812499998,Gaussian,28.csv,Variance
264,0.740031467200353,0.8541015624999999,Gaussian,44.csv,ERM k=10
265,0.7743044936295921,0.8342773437499998,Gaussian,44.csv,ES q=0.01
266,0.744179424351431,0.8503906249999998,Gaussian,44.csv,ES q=0.05
267,0.6929215244255293,0.8389648437499999,Gaussian,44.csv,VaR q=0.01
268,0.7702982031367981,0.8791992187499997,Gaussian,44.csv,VaR q=0.05
269,0.9285969661359014,0.8564453124999998,Gaussian,44.csv,Variance
270,0.6421617561078239,0.9058593749999999,Gaussian,7.csv,ERM k=10
271,0.7109339948908711,0.95595703125,Gaussian,7.csv,ES q=0.01
272,0.6636280984838706,0.92265625,Gaussian,7.csv,ES q=0.05
273,0.6004310928506642,0.97265625,Gaussian,7.csv,VaR q=0.01
274,0.6422870258753981,0.8640624999999998,Gaussian,7.csv,VaR q=0.05
275,0.9169365764423111,0.8833984374999999,Gaussian,7.csv,Variance
282,0.6074893915586378,0.8922851562499999,Gaussian,48.csv,ERM k=10
283,0.4650613476918397,0.8346679687499998,Gaussian,48.csv,ES q=0.01
284,0.5473894597967577,0.8838867187499999,Gaussian,48.csv,ES q=0.05
285,0.40891828458148693,0.87529296875,Gaussian,48.csv,VaR q=0.01
286,0.6344812675754106,0.9346679687499999,Gaussian,48.csv,VaR q=0.05
287,0.8830602044986173,0.88369140625,Gaussian,48.csv,Variance
288,0.7114246442090781,0.8742187499999998,Gaussian,3.csv,ERM k=10
289,0.7541936051348073,0.9395507812499999,Gaussian,3.csv,ES q=0.01
290,0.7501662267387901,0.8878906249999999,Gaussian,3.csv,ES q=0.05
291,0.7402381043995585,0.890625,Gaussian,3.csv,VaR q=0.01
292,0.6841643403362261,0.8017578124999998,Gaussian,3.csv,VaR q=0.05
293,0.9365126934297414,0.8655273437499998,Gaussian,3.csv,Variance
294,0.5739729069580586,0.8617187499999999,Gaussian,24.csv,ERM k=10
295,0.7852473686207618,0.91845703125,Gaussian,24.csv,ES q=0.01
296,0.6565370224840162,0.8644531249999998,Gaussian,24.csv,ES q=0.05
297,0.6526754009707749,0.8285156249999998,Gaussian,24.csv,VaR q=0.01
298,0.560894502397984,0.83056640625,Gaussian,24.csv,VaR q=0.05
299,0.893703946091341,0.8651367187499999,Gaussian,24.csv,Variance
300,0.6592501371559367,0.8479492187499998,Gaussian,20.csv,ERM k=10
301,0.7962066172302897,0.9164062499999999,Gaussian,20.csv,ES q=0.01
302,0.6911903320958881,0.8573242187499999,Gaussian,20.csv,ES q=0.05
303,0.6362205819367841,0.8374999999999999,Gaussian,20.csv,VaR q=0.01
304,0.7067614126112434,0.7875976562499999,Gaussian,20.csv,VaR q=0.05
305,0.908468797558076,0.8560546874999999,Gaussian,20.csv,Variance
306,0.6270349387881886,0.8629882812499998,Gaussian,22.csv,ERM k=10
307,0.8037580227006113,0.92509765625,Gaussian,22.csv,ES q=0.01
308,0.6901543621091563,0.87138671875,Gaussian,22.csv,ES q=0.05
309,0.6809237593297344,0.84453125,Gaussian,22.csv,VaR q=0.01
310,0.6232319515125855,0.8087890624999998,Gaussian,22.csv,VaR q=0.05
311,0.9067807044793581,0.8768554687499999,Gaussian,22.csv,Variance
312,0.695602668974451,0.88798828125,Gaussian,46.csv,ERM k=10
313,0.4649849493391006,0.8312499999999998,Gaussian,46.csv,ES q=0.01
314,0.6512416746299936,0.8822265624999999,Gaussian,46.csv,ES q=0.05
315,0.6910639985834286,0.88671875,Gaussian,46.csv,VaR q=0.01
316,0.7485713464475301,0.9232421874999999,Gaussian,46.csv,VaR q=0.05
317,0.9025164200498872,0.8817382812499999,Gaussian,46.csv,Variance
318,0.6421444431622549,0.91796875,Gaussian,1.csv,ERM k=10
319,0.6855779734774125,0.9701171875000001,Gaussian,1.csv,ES q=0.01
320,0.6690935666271165,0.9416015624999998,Gaussian,1.csv,ES q=0.05
321,0.6274539717035164,0.9601562499999998,Gaussian,1.csv,VaR q=0.01
322,0.6184907196307916,0.8531249999999999,Gaussian,1.csv,VaR q=0.05
323,0.9137120759004564,0.8859374999999999,Gaussian,1.csv,Variance
330,0.7060717922870572,0.8580078124999999,Gaussian,39.csv,ERM k=10
331,0.7710415928019361,0.8307617187499998,Gaussian,39.csv,ES q=0.01
332,0.733518186173128,0.8521484374999999,Gaussian,39.csv,ES q=0.05
333,0.6927341146351504,0.8328125,Gaussian,39.csv,VaR q=0.01
334,0.7600266960019006,0.89052734375,Gaussian,39.csv,VaR q=0.05
335,0.9186285751829905,0.8603515624999998,Gaussian,39.csv,Variance
336,0.723227711548535,0.8258789062499999,Gaussian,27.csv,ERM k=10
337,0.7634281575374054,0.8225585937499998,Gaussian,27.csv,ES q=0.01
338,0.760099614948008,0.8283203124999998,Gaussian,27.csv,ES q=0.05
339,0.7272270880839571,0.8359374999999999,Gaussian,27.csv,VaR q=0.01
340,0.6984111510018436,0.8341796874999998,Gaussian,27.csv,VaR q=0.05
341,0.9351024906782854,0.8547851562499998,Gaussian,27.csv,Variance
342,0.6416737349317434,0.9019531249999999,Gaussian,8.csv,ERM k=10
343,0.7173515315198886,0.9411132812499998,Gaussian,8.csv,ES q=0.01
344,0.6670062115511919,0.91494140625,Gaussian,8.csv,ES q=0.05
345,0.6023120096997833,0.9655273437499999,Gaussian,8.csv,VaR q=0.01
346,0.6422411499616227,0.8688476562499999,Gaussian,8.csv,VaR q=0.05
347,0.9179184703842519,0.8964843749999999,Gaussian,8.csv,Variance
348,0.7515028596452081,0.8628906249999998,Gaussian,43.csv,ERM k=10
349,0.7753014911047093,0.8353515624999999,Gaussian,43.csv,ES q=0.01
350,0.7586251096051913,0.8576171874999998,Gaussian,43.csv,ES q=0.05
351,0.6931803284217668,0.8474609374999997,Gaussian,43.csv,VaR q=0.01
352,0.7747505279908907,0.8983398437499999,Gaussian,43.csv,VaR q=0.05
353,0.9301569419817204,0.8701171875,Gaussian,43.csv,Variance
372,0.6565144463729871,0.9151367187499999,Gaussian,6.csv,ERM k=10
373,0.708611859926424,0.9613281249999999,Gaussian,6.csv,ES q=0.01
374,0.6826061737196172,0.93251953125,Gaussian,6.csv,ES q=0.05
375,0.6657813287272993,0.9255859374999997,Gaussian,6.csv,VaR q=0.01
376,0.6708901728676827,0.8388671875,Gaussian,6.csv,VaR q=0.05
377,0.9128699722826283,0.8964843749999999,Gaussian,6.csv,Variance
378,0.7298295520263175,0.87138671875,Gaussian,41.csv,ERM k=10
379,0.7837306515761541,0.8444335937499999,Gaussian,41.csv,ES q=0.01
380,0.7389167266183462,0.8677734374999999,Gaussian,41.csv,ES q=0.05
381,0.6937157849657064,0.8650390625,Gaussian,41.csv,VaR q=0.01
382,0.7613440514531107,0.8890625000000001,Gaussian,41.csv,VaR q=0.05
383,0.9237661653845493,0.8753906249999999,Gaussian,41.csv,Variance
384,0.5974091258264782,0.8941406249999999,Gaussian,25.csv,ERM k=10
385,0.7718828877292212,0.9380859374999999,Gaussian,25.csv,ES q=0.01
386,0.6898463487092767,0.9018554687499999,Gaussian,25.csv,ES q=0.05
387,0.7371258460502763,0.9701171875000001,Gaussian,25.csv,VaR q=0.01
388,0.5309286317759336,0.8636718749999999,Gaussian,25.csv,VaR q=0.05
389,0.9177873084253308,0.8927734374999998,Gaussian,25.csv,Variance
390,0.619945520357337,0.8650390625,Gaussian,21.csv,ERM k=10
391,0.8009580633689191,0.921875,Gaussian,21.csv,ES q=0.01
392,0.680663539634252,0.8749999999999999,Gaussian,21.csv,ES q=0.05
393,0.6172545933436967,0.8418945312499999,Gaussian,21.csv,VaR q=0.01
394,0.6249437182284653,0.8046874999999998,Gaussian,21.csv,VaR q=0.05
395,0.9045302219129134,0.87626953125,Gaussian,21.csv,Variance
396,0.6603035381745034,0.87138671875,Gaussian,19.csv,ERM k=10
397,0.8008732161164436,0.92177734375,Gaussian,19.csv,ES q=0.01
398,0.6948737012015495,0.8818359374999998,Gaussian,19.csv,ES q=0.05
399,0.6347720575810195,0.8437499999999999,Gaussian,19.csv,VaR q=0.01
400,0.691526806701176,0.8333984374999999,Gaussian,19.csv,VaR q=0.05
401,0.9109616720388914,0.8784179687499998,Gaussian,19.csv,Variance
402,0.7144231173391093,0.8622070312499999,Gaussian,40.csv,ERM k=10
403,0.7773861221890451,0.8375976562499999,Gaussian,40.csv,ES q=0.01
404,0.7346653760177368,0.8554687499999998,Gaussian,40.csv,ES q=0.05
405,0.6932279245590058,0.8490234374999999,Gaussian,40.csv,VaR q=0.01
406,0.7642236744878101,0.88134765625,Gaussian,40.csv,VaR q=0.05
407,0.9200480243382417,0.8689453125,Gaussian,40.csv,Variance
414,0.6704112256783745,0.8881835937499999,Gaussian,2.csv,ERM k=10
415,0.6980381878449572,0.9469726562499999,Gaussian,2.csv,ES q=0.01
416,0.6861848690445217,0.90263671875,Gaussian,2.csv,ES q=0.05
417,0.6952278252407011,0.9078124999999998,Gaussian,2.csv,VaR q=0.01
418,0.7100923911974,0.8102539062499997,Gaussian,2.csv,VaR q=0.05
419,0.9229993657471313,0.8743164062499998,Gaussian,2.csv,Variance
420,0.7550316920884086,0.8655273437499998,Gaussian,45.csv,ERM k=10
421,0.7663285138286553,0.8256835937499999,Gaussian,45.csv,ES q=0.01
422,0.7642567672811671,0.8614257812499998,Gaussian,45.csv,ES q=0.05
423,0.6934956528309757,0.8578124999999999,Gaussian,45.csv,VaR q=0.01
424,0.7766789121017053,0.8947265625,Gaussian,45.csv,VaR q=0.05
425,0.9294070257454592,0.8646484374999999,Gaussian,45.csv,Variance
426,0.6406447215563417,0.8807617187499999,Gaussian,4.csv,ERM k=10
427,0.6327399167996913,0.9438476562499999,Gaussian,4.csv,ES q=0.01
428,0.6394958538502192,0.8953125,Gaussian,4.csv,ES q=0.05
429,0.5087984724103651,0.9249023437499999,Gaussian,4.csv,VaR q=0.01
430,0.6728422126843283,0.8186523437499998,Gaussian,4.csv,VaR q=0.05
431,0.9258879083781464,0.8676757812499999,Gaussian,4.csv,Variance
432,0.6980551673679789,0.8787109374999997,Gaussian,47.csv,ERM k=10
433,0.4650744445523093,0.8352539062499998,Gaussian,47.csv,ES q=0.01
434,0.6544276776252238,0.8724609374999999,Gaussian,47.csv,ES q=0.05
435,0.689296043883475,0.8697265624999999,Gaussian,47.csv,VaR q=0.01
436,0.7495198437519345,0.9222656249999999,Gaussian,47.csv,VaR q=0.05
437,0.9024415471331829,0.87041015625,Gaussian,47.csv,Variance
444,0.5634921573409091,0.8936523437499999,Gaussian,23.csv,ERM k=10
445,0.7743430160525396,0.93447265625,Gaussian,23.csv,ES q=0.01
446,0.6538429201068567,0.90244140625,Gaussian,23.csv,ES q=0.05
447,0.606246975480163,0.9497070312499999,Gaussian,23.csv,VaR q=0.01
448,0.5524566885596516,0.858203125,Gaussian,23.csv,VaR q=0.05
449,0.8937493652717626,0.9038085937499999,Gaussian,23.csv,Variance
0,0.5242417421609255,0.9034179687499999,t_Copula,54.csv,ERM k=10
1,0.031350193640536705,0.8187499999999999,t_Copula,54.csv,ES q=0.01
2,0.42842500900630076,0.8695312499999999,t_Copula,54.csv,ES q=0.05
3,0.49462433561925356,0.8298828124999997,t_Copula,54.csv,VaR q=0.01
4,0.5897028442217713,0.9337890625,t_Copula,54.csv,VaR q=0.05
5,0.7254839948671756,0.8923828125,t_Copula,54.csv,Variance
6,0.6370157372009644,0.8597656249999998,t_Copula,17.csv,ERM k=10
7,0.5252598497077017,0.8999999999999999,t_Copula,17.csv,ES q=0.01
8,0.6241408768732439,0.8670898437499999,t_Copula,17.csv,ES q=0.05
9,0.5919778974074257,0.9194335937499999,t_Copula,17.csv,VaR q=0.01
10,0.6872266243057423,0.8331054687499998,t_Copula,17.csv,VaR q=0.05
11,0.8793246618743815,0.8624999999999998,t_Copula,17.csv,Variance
12,0.696969981502475,0.8474609374999997,t_Copula,38.csv,ERM k=10
13,0.7188351795594399,0.7745117187499998,t_Copula,38.csv,ES q=0.01
14,0.7199019997185372,0.8220703125,t_Copula,38.csv,ES q=0.05
15,0.69237416884728,0.8209960937499999,t_Copula,38.csv,VaR q=0.01
16,0.7269857067011349,0.87578125,t_Copula,38.csv,VaR q=0.05
17,0.9188397128406419,0.8486328124999998,t_Copula,38.csv,Variance
24,0.570883355240873,0.8666992187499999,t_Copula,49.csv,ERM k=10
25,0.029738560355819232,0.7766601562499998,t_Copula,49.csv,ES q=0.01
26,0.43050677805512716,0.8374999999999999,t_Copula,49.csv,ES q=0.05
27,0.4922755592489151,0.8216796874999999,t_Copula,49.csv,VaR q=0.01
28,0.6728870175132566,0.90751953125,t_Copula,49.csv,VaR q=0.05
29,0.7536792114364969,0.8579101562499999,t_Copula,49.csv,Variance
30,0.6953234311811614,0.8340820312499999,t_Copula,36.csv,ERM k=10
31,0.7020674947506519,0.7564453124999997,t_Copula,36.csv,ES q=0.01
32,0.7110000523233089,0.8064453124999997,t_Copula,36.csv,ES q=0.05
33,0.6970366443583507,0.8032226562499999,t_Copula,36.csv,VaR q=0.01
34,0.689640584473732,0.8767578125,t_Copula,36.csv,VaR q=0.05
35,0.9156991885674216,0.8349609374999998,t_Copula,36.csv,Variance
42,0.5389073196830101,0.9058593749999999,t_Copula,52.csv,ERM k=10
43,0.03135767221726382,0.8189453124999999,t_Copula,52.csv,ES q=0.01
44,0.40670982368545483,0.8751953124999998,t_Copula,52.csv,ES q=0.05
45,0.49820342342167423,0.8423828124999999,t_Copula,52.csv,VaR q=0.01
46,0.6010138325143819,0.9390624999999999,t_Copula,52.csv,VaR q=0.05
47,0.7424467877937426,0.88984375,t_Copula,52.csv,Variance
48,0.6003713864730782,0.8783203124999999,t_Copula,15.csv,ERM k=10
49,0.5160277195435415,0.9119140625,t_Copula,15.csv,ES q=0.01
50,0.6076768316641619,0.8900390625000001,t_Copula,15.csv,ES q=0.05
51,0.5890600671103405,0.9298828124999998,t_Copula,15.csv,VaR q=0.01
52,0.6423694152715662,0.8554687499999998,t_Copula,15.csv,VaR q=0.05
53,0.8736914655088608,0.8689453125,t_Copula,15.csv,Variance
54,0.5953893158866391,0.8896484375,t_Copula,11.csv,ERM k=10
55,0.5096711709059232,0.9201171875,t_Copula,11.csv,ES q=0.01
